Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,study_efficiency,effective_study_hours,attendance_study_interaction,previous_study_interaction,motivation_study_interaction,study_sleep_ratio,tutoring_study_ratio,parental_support_score,school_quality_score,Hours_Studied_squared,Attendance_squared,Previous_Scores_squared,Sleep_Hours_squared,study_hours_category,sleep_category
17,97,2,0,1,6,87,1,1,2,1,0,0,1,2,0,1,2,0,71,2.8333333333333335,21,16.49,14.79,0.0,2.4285714285714284,0.1111111111111111,4,0,289,9409,7569,36,1.0,1.0
21,83,2,2,1,8,97,1,1,2,2,2,1,2,4,0,1,2,0,70,2.625,25,17.43,20.37,0.0,2.3333333333333335,0.09090909090909091,4,4,441,6889,9409,64,2.0,3.0
9,82,2,2,1,8,72,2,1,2,2,2,0,2,3,0,2,2,0,66,1.125,13,7.38,6.48,0.0,1.0,0.2,6,2,81,6724,5184,64,0.0,3.0
10,78,2,0,1,8,74,2,1,1,1,2,0,1,4,0,2,2,0,65,1.25,12,7.8,7.4,0.0,1.1111111111111112,0.09090909090909091,6,2,100,6084,5476,64,1.0,3.0
17,68,2,2,0,8,70,2,1,2,2,2,0,2,4,0,1,2,1,64,2.125,21,11.56,11.9,0.0,1.8888888888888888,0.1111111111111111,4,2,289,4624,4900,64,1.0,3.0
14,60,2,1,1,10,65,1,1,0,0,2,0,2,3,0,0,2,0,60,1.4,14,8.4,9.1,0.0,1.2727272727272727,0.0,2,2,196,3600,4225,100,1.0,4.0
22,70,1,2,1,6,82,2,1,1,1,0,1,1,3,0,1,2,1,65,3.6666666666666665,24,15.4,18.04,0.0,3.142857142857143,0.043478260869565216,2,0,484,4900,6724,36,2.0,1.0
15,80,2,2,1,9,91,1,1,3,1,2,1,2,2,0,0,1,1,67,1.6666666666666667,21,12.0,13.65,0.0,1.5,0.1875,2,4,225,6400,8281,81,1.0,4.0
12,75,2,0,1,7,58,2,1,3,2,2,0,2,4,0,0,2,0,66,1.7142857142857142,18,9.0,6.96,0.0,1.5,0.23076923076923078,2,2,144,5625,3364,49,1.0,2.0
29,78,2,2,0,5,99,0,1,0,0,2,1,0,1,0,1,1,1,69,5.8,29,22.62,28.71,0.0,4.833333333333333,0.0,4,4,841,6084,9801,25,3.0,0.0
19,99,2,0,0,6,84,2,1,1,2,0,1,1,3,0,1,2,0,72,3.1666666666666665,21,18.81,15.96,0.0,2.7142857142857144,0.05,4,0,361,9801,7056,36,2.0,1.0
20,74,2,0,0,8,89,1,1,1,2,2,1,0,2,0,0,1,1,66,2.5,22,14.8,17.8,0.0,2.2222222222222223,0.047619047619047616,2,4,400,5476,7921,64,2.0,3.0
11,78,0,2,1,8,100,0,1,1,1,2,1,1,3,0,1,1,0,66,1.375,13,8.58,11.0,0.0,1.2222222222222223,0.08333333333333333,0,4,121,6084,10000,64,1.0,3.0
17,65,1,0,1,5,75,2,1,2,1,2,1,2,3,0,1,2,1,63,3.4,21,11.05,12.75,0.0,2.8333333333333335,0.1111111111111111,2,4,289,4225,5625,25,1.0,0.0
21,62,0,1,1,6,54,0,1,0,0,0,1,2,3,0,2,0,0,64,3.5,21,13.02,11.34,0.0,3.0,0.0,0,0,441,3844,2916,36,2.0,1.0
13,91,1,2,0,6,90,2,1,1,0,2,1,0,2,1,1,1,1,65,2.1666666666666665,15,11.83,11.7,0.0,1.8571428571428572,0.07142857142857142,2,4,169,8281,8100,36,1.0,1.0
22,83,0,0,1,6,94,2,1,0,0,2,1,1,2,0,0,1,0,71,3.6666666666666665,22,18.26,20.68,0.0,3.142857142857143,0.0,0,4,484,6889,8836,36,2.0,1.0
16,90,2,2,0,4,58,2,1,1,1,2,1,1,3,0,1,1,1,66,4.0,18,14.4,9.28,0.0,3.2,0.058823529411764705,4,4,256,8100,3364,16,1.0,0.0
18,66,0,0,0,4,51,1,1,2,1,2,0,1,2,0,0,2,0,64,4.5,22,11.88,9.18,0.0,3.6,0.10526315789473684,0,2,324,4356,2601,16,1.0,0.0
16,83,1,2,0,6,57,2,1,0,0,1,1,2,4,1,1,2,1,63,2.6666666666666665,16,13.28,9.12,0.0,2.2857142857142856,0.0,2,2,256,6889,3249,36,1.0,1.0
31,70,2,0,1,7,66,2,1,1,0,2,1,0,3,0,0,2,0,69,4.428571428571429,33,21.7,20.46,0.0,3.875,0.03125,2,4,961,4900,4356,49,3.0,2.0
20,69,2,2,1,8,96,2,1,2,2,0,1,2,3,0,1,2,0,67,2.5,24,13.8,19.2,0.0,2.2222222222222223,0.09523809523809523,4,0,400,4761,9216,64,2.0,3.0
14,60,0,2,0,5,50,2,1,2,2,2,1,1,3,0,0,3,1,61,2.8,18,8.4,7.0,0.0,2.3333333333333335,0.13333333333333333,0,4,196,3600,2500,25,1.0,0.0
25,65,0,2,0,5,90,2,1,2,2,2,1,2,3,0,0,1,1,68,5.0,29,16.25,22.5,0.0,4.166666666666667,0.07692307692307693,0,4,625,4225,8100,25,2.0,0.0
13,72,1,2,0,6,93,1,1,1,1,2,1,0,3,0,1,2,0,61,2.1666666666666665,15,9.36,12.09,0.0,1.8571428571428572,0.07142857142857142,2,4,169,5184,8649,36,1.0,1.0
21,65,2,1,1,7,91,1,1,2,2,0,1,2,3,0,1,0,1,64,3.0,25,13.65,19.11,0.0,2.625,0.09090909090909091,4,0,441,4225,8281,49,2.0,2.0
8,99,2,2,0,9,54,1,1,2,1,2,1,1,5,0,2,2,1,67,0.8888888888888888,12,7.92,4.32,0.0,0.8,0.2222222222222222,6,4,64,9801,2916,81,0.0,4.0
12,72,1,2,1,8,84,2,1,1,1,2,1,2,5,0,1,2,1,63,1.5,14,8.64,10.08,0.0,1.3333333333333333,0.07692307692307693,2,4,144,5184,7056,64,1.0,3.0
21,65,1,2,1,6,98,1,1,1,2,0,1,0,4,0,1,2,0,64,3.5,23,13.65,20.58,0.0,3.0,0.045454545454545456,2,0,441,4225,9604,36,2.0,1.0
24,68,0,2,0,8,56,1,1,3,0,0,1,1,1,0,0,2,0,67,3.0,30,16.32,13.44,0.0,2.6666666666666665,0.12,0,0,576,4624,3136,64,2.0,3.0
21,84,2,2,1,6,52,1,1,1,2,0,1,1,2,1,0,0,1,65,3.5,23,17.64,10.92,0.0,3.0,0.045454545454545456,2,0,441,7056,2704,36,2.0,1.0
19,63,1,0,0,7,94,2,1,1,2,2,0,2,3,0,1,1,0,64,2.7142857142857144,21,11.97,17.86,0.0,2.375,0.05,2,2,361,3969,8836,49,2.0,2.0
18,94,2,0,1,7,82,2,1,3,2,2,0,0,2,1,0,2,0,70,2.5714285714285716,24,16.92,14.76,0.0,2.25,0.15789473684210525,2,2,324,8836,6724,49,1.0,2.0
11,98,2,2,1,9,82,1,1,1,2,2,0,2,3,0,2,0,0,68,1.2222222222222223,13,10.78,9.02,0.0,1.1,0.08333333333333333,6,2,121,9604,6724,81,1.0,4.0
16,70,2,2,1,8,98,2,1,2,2,2,1,2,3,0,1,1,0,65,2.0,20,11.2,15.68,0.0,1.7777777777777777,0.11764705882352941,4,4,256,4900,9604,64,1.0,3.0
17,78,2,2,1,6,88,2,1,1,2,0,0,2,3,0,0,2,1,68,2.8333333333333335,19,13.26,14.96,0.0,2.4285714285714284,0.05555555555555555,2,0,289,6084,7744,36,1.0,1.0
26,61,2,1,1,6,70,2,1,2,1,2,1,2,3,0,1,1,1,64,4.333333333333333,30,15.86,18.2,0.0,3.7142857142857144,0.07407407407407407,4,4,676,3721,4900,36,2.0,1.0
22,86,1,2,1,7,72,1,1,3,1,0,1,2,2,0,1,1,0,68,3.142857142857143,28,18.92,15.84,0.0,2.75,0.13043478260869565,2,0,484,7396,5184,49,2.0,2.0
9,77,2,2,0,5,57,2,1,2,2,0,1,1,3,0,1,2,0,63,1.8,13,6.93,5.13,0.0,1.5,0.2,4,0,81,5929,3249,25,0.0,0.0
22,71,1,2,1,7,65,1,1,1,2,1,1,2,4,0,0,1,0,64,3.142857142857143,24,15.62,14.3,0.0,2.75,0.043478260869565216,1,2,484,5041,4225,49,2.0,2.0
18,68,0,2,0,7,72,2,1,0,2,2,1,1,3,0,0,2,0,64,2.5714285714285716,18,12.24,12.96,0.0,2.25,0.0,0,4,324,4624,5184,49,1.0,2.0
16,86,1,2,1,8,63,2,1,2,2,2,1,2,4,0,1,2,0,67,2.0,20,13.76,10.08,0.0,1.7777777777777777,0.11764705882352941,2,4,256,7396,3969,64,1.0,3.0
24,77,0,1,0,8,96,2,1,0,2,2,1,1,3,0,1,2,1,67,3.0,24,18.48,23.04,0.0,2.6666666666666665,0.0,0,4,576,5929,9216,64,2.0,3.0
26,67,2,0,1,7,51,1,1,2,0,0,0,1,4,1,2,0,1,66,3.7142857142857144,30,17.42,13.26,0.0,3.25,0.07407407407407407,6,0,676,4489,2601,49,2.0,2.0
26,88,2,0,1,5,79,2,1,1,1,0,0,2,4,0,0,1,0,72,5.2,28,22.88,20.54,0.0,4.333333333333333,0.037037037037037035,2,0,676,7744,6241,25,2.0,0.0
15,83,2,0,0,5,89,1,0,1,2,0,1,1,2,1,1,2,1,65,3.0,17,12.45,13.35,0.0,2.5,0.0625,4,0,225,6889,7921,25,1.0,0.0
18,94,2,2,1,6,87,0,1,1,2,2,1,2,4,0,1,2,0,71,3.0,20,16.92,15.66,0.0,2.5714285714285716,0.05263157894736842,4,4,324,8836,7569,36,1.0,1.0
22,65,0,1,0,8,82,2,1,2,2,0,1,2,1,0,2,2,1,66,2.75,26,14.3,18.04,0.0,2.4444444444444446,0.08695652173913043,0,0,484,4225,6724,64,2.0,3.0
26,91,2,1,1,8,71,2,1,0,1,2,0,1,3,0,1,1,0,68,3.25,26,23.66,18.46,0.0,2.888888888888889,0.0,4,2,676,8281,5041,64,2.0,3.0
17,87,2,2,0,7,96,2,1,1,0,2,1,0,5,0,2,2,1,70,2.4285714285714284,19,14.79,16.32,0.0,2.125,0.05555555555555555,6,4,289,7569,9216,49,1.0,2.0
19,65,2,2,1,10,66,1,1,0,1,2,1,2,3,0,1,1,0,62,1.9,19,12.35,12.54,0.0,1.7272727272727273,0.0,4,4,361,4225,4356,100,2.0,4.0
13,88,1,0,1,9,88,0,1,2,1,0,0,0,4,0,2,0,0,68,1.4444444444444444,17,11.44,11.44,0.0,1.3,0.14285714285714285,3,0,169,7744,7744,81,1.0,4.0
13,78,2,0,1,9,96,0,1,2,1,2,1,1,3,0,0,1,0,67,1.4444444444444444,17,10.14,12.48,0.0,1.3,0.14285714285714285,2,4,169,6084,9216,81,1.0,4.0
25,98,1,0,1,8,56,2,0,0,2,0,0,1,3,0,2,2,0,71,3.125,25,24.5,14.0,0.0,2.7777777777777777,0.0,3,0,625,9604,3136,64,2.0,3.0
28,66,2,0,1,8,97,2,1,0,2,2,1,1,2,0,1,2,0,68,3.5,28,18.48,27.16,0.0,3.111111111111111,0.0,4,4,784,4356,9409,64,3.0,3.0
20,86,2,2,1,8,89,2,1,1,1,2,1,0,3,0,2,2,0,69,2.5,22,17.2,17.8,0.0,2.2222222222222223,0.047619047619047616,6,4,400,7396,7921,64,2.0,3.0
26,75,1,0,1,4,81,0,1,3,2,0,0,2,2,0,1,1,0,70,6.5,32,19.5,21.06,0.0,5.2,0.1111111111111111,2,0,676,5625,6561,16,2.0,0.0
22,98,2,0,0,5,69,1,0,1,1,0,1,0,4,0,1,1,1,69,4.4,24,21.56,15.18,0.0,3.6666666666666665,0.043478260869565216,4,0,484,9604,4761,25,2.0,0.0
16,73,2,2,0,7,95,2,1,1,1,2,1,0,4,0,0,2,0,65,2.2857142857142856,18,11.68,15.2,0.0,2.0,0.058823529411764705,2,4,256,5329,9025,49,1.0,2.0
22,98,2,1,1,7,52,2,0,3,2,2,1,2,3,0,0,2,1,70,3.142857142857143,28,21.56,11.44,0.0,2.75,0.13043478260869565,2,4,484,9604,2704,49,2.0,2.0
29,96,2,1,1,7,72,2,1,1,1,2,1,2,3,0,1,1,0,71,4.142857142857143,31,27.84,20.88,0.0,3.625,0.03333333333333333,4,4,841,9216,5184,49,3.0,2.0
20,71,2,2,1,7,88,2,1,1,1,1,1,1,4,0,0,2,1,65,2.857142857142857,22,14.2,17.6,0.0,2.5,0.047619047619047616,2,2,400,5041,7744,49,2.0,2.0
29,92,1,2,0,4,91,2,1,2,2,2,1,0,1,0,2,2,1,72,7.25,33,26.68,26.39,0.0,5.8,0.06666666666666667,3,4,841,8464,8281,16,3.0,0.0
4,100,0,0,1,8,60,0,1,0,2,0,0,2,4,0,0,1,0,69,0.5,4,4.0,2.4,0.0,0.4444444444444444,0.0,0,0,16,10000,3600,64,0.0,3.0
25,70,2,2,0,7,52,2,1,1,2,2,1,2,3,0,2,2,1,66,3.5714285714285716,27,17.5,13.0,0.0,3.125,0.038461538461538464,6,4,625,4900,2704,49,2.0,2.0
21,77,1,2,1,7,90,2,1,4,2,2,0,1,3,0,2,1,0,68,3.0,29,16.17,18.9,0.0,2.625,0.18181818181818182,3,2,441,5929,8100,49,2.0,2.0
18,81,0,1,1,8,71,2,1,0,2,2,1,1,3,0,1,1,1,65,2.25,18,14.58,12.78,0.0,2.0,0.0,0,4,324,6561,5041,64,1.0,3.0
21,72,2,2,1,5,57,2,1,1,0,2,1,1,5,1,0,1,0,64,4.2,23,15.12,11.97,0.0,3.5,0.045454545454545456,2,4,441,5184,3249,25,2.0,0.0
8,61,2,2,1,7,54,2,1,1,0,2,1,2,3,0,0,2,0,60,1.1428571428571428,10,4.88,4.32,0.0,1.0,0.1111111111111111,2,4,64,3721,2916,49,0.0,2.0
19,69,2,0,1,7,82,0,1,1,1,2,1,0,2,0,1,2,0,65,2.7142857142857144,21,13.11,15.58,0.0,2.375,0.05,4,4,361,4761,6724,49,2.0,2.0
22,71,0,2,0,6,79,0,1,1,1,1,1,2,3,0,1,2,0,66,3.6666666666666665,24,15.62,17.38,0.0,3.142857142857143,0.043478260869565216,0,2,484,5041,6241,36,2.0,1.0
29,78,0,0,1,4,93,1,1,5,2,0,1,1,3,0,0,2,0,74,7.25,39,22.62,26.97,0.0,5.8,0.16666666666666666,0,0,841,6084,8649,16,3.0,0.0
17,67,2,2,1,5,52,0,1,2,2,2,0,0,3,0,1,0,1,62,3.4,21,11.39,8.84,0.0,2.8333333333333335,0.1111111111111111,4,2,289,4489,2704,25,1.0,0.0
15,95,2,2,0,7,93,2,1,2,1,2,1,2,4,0,0,1,0,70,2.142857142857143,19,14.25,13.95,0.0,1.875,0.125,2,4,225,9025,8649,49,1.0,2.0
17,88,2,0,1,7,94,1,1,0,2,2,1,1,3,0,1,2,0,69,2.4285714285714284,17,14.96,15.98,0.0,2.125,0.0,4,4,289,7744,8836,49,1.0,2.0
25,63,2,0,1,7,72,2,1,3,2,0,0,0,4,0,0,0,0,67,3.5714285714285716,31,15.75,18.0,0.0,3.125,0.11538461538461539,2,0,625,3969,5184,49,2.0,2.0
22,86,1,1,0,6,54,2,1,2,2,2,1,1,0,0,1,1,0,64,3.6666666666666665,26,18.92,11.88,0.0,3.142857142857143,0.08695652173913043,2,4,484,7396,2916,36,2.0,1.0
17,86,2,0,0,5,97,0,1,3,0,2,1,1,3,0,0,2,0,71,3.4,23,14.62,16.49,0.0,2.8333333333333335,0.16666666666666666,2,4,289,7396,9409,25,1.0,0.0
23,98,2,1,1,7,54,1,1,0,2,2,1,0,3,0,0,2,1,68,3.2857142857142856,23,22.54,12.42,0.0,2.875,0.0,2,4,529,9604,2916,49,2.0,2.0
21,60,0,2,0,7,80,2,1,0,2,0,1,1,4,1,0,2,0,64,3.0,21,12.6,16.8,0.0,2.625,0.0,0,0,441,3600,6400,49,2.0,2.0
26,70,2,1,1,8,75,2,1,1,2,1,0,1,4,1,1,0,1,63,3.25,28,18.2,19.5,0.0,2.888888888888889,0.037037037037037035,4,1,676,4900,5625,64,2.0,3.0
16,97,2,2,1,6,92,1,1,0,0,2,0,2,4,0,0,2,0,71,2.6666666666666665,16,15.52,14.72,0.0,2.2857142857142856,0.0,2,2,256,9409,8464,36,1.0,1.0
18,97,0,2,1,4,75,1,1,0,1,2,1,2,3,0,1,1,0,69,4.5,18,17.46,13.5,0.0,3.6,0.0,0,4,324,9409,5625,16,1.0,0.0
18,89,0,2,1,4,73,2,1,3,0,2,0,2,2,0,0,2,1,100,4.5,24,16.02,13.14,0.0,3.6,0.15789473684210525,0,2,324,7921,5329,16,1.0,0.0
11,91,2,2,0,6,94,2,1,3,2,2,1,1,3,0,0,1,0,68,1.8333333333333333,17,10.01,10.34,0.0,1.5714285714285714,0.25,2,4,121,8281,8836,36,1.0,1.0
22,64,1,2,0,7,98,1,0,1,2,2,1,0,3,0,1,2,0,62,3.142857142857143,24,14.08,21.56,0.0,2.75,0.043478260869565216,2,4,484,4096,9604,49,2.0,2.0
22,81,2,2,1,7,77,1,1,2,2,2,1,2,3,0,2,0,1,68,3.142857142857143,26,17.82,16.94,0.0,2.75,0.08695652173913043,6,4,484,6561,5929,49,2.0,2.0
20,69,0,0,1,6,73,2,1,2,1,2,0,2,3,0,1,0,0,66,3.3333333333333335,24,13.8,14.6,0.0,2.857142857142857,0.09523809523809523,0,2,400,4761,5329,36,2.0,1.0
19,67,1,2,0,5,92,0,1,0,2,2,1,2,3,0,0,2,0,64,3.8,19,12.73,17.48,0.0,3.1666666666666665,0.0,1,4,361,4489,8464,25,2.0,0.0
12,92,2,2,0,4,92,0,1,2,2,0,1,1,3,1,1,1,0,67,3.0,16,11.04,11.04,0.0,2.4,0.15384615384615385,4,0,144,8464,8464,16,1.0,0.0
17,65,2,0,1,8,66,2,1,1,0,0,1,1,4,1,2,1,1,65,2.125,19,11.05,11.22,0.0,1.8888888888888888,0.05555555555555555,6,0,289,4225,4356,64,1.0,3.0
18,79,2,2,1,7,79,2,1,0,1,0,0,1,3,0,0,0,0,65,2.5714285714285716,18,14.22,14.22,0.0,2.25,0.0,2,0,324,6241,6241,49,1.0,2.0
15,98,0,2,0,6,58,0,1,0,1,0,1,2,3,0,0,2,0,69,2.5,15,14.7,8.7,0.0,2.142857142857143,0.0,0,0,225,9604,3364,36,1.0,1.0
19,67,2,2,0,5,82,0,1,1,1,1,0,0,3,0,1,2,0,63,3.8,21,12.73,15.58,0.0,3.1666666666666665,0.05,4,1,361,4489,6724,25,2.0,0.0
22,99,2,1,1,6,92,1,1,3,2,2,1,0,4,0,2,1,0,72,3.6666666666666665,28,21.78,20.24,0.0,3.142857142857143,0.13043478260869565,6,4,484,9801,8464,36,2.0,1.0
31,100,2,2,0,7,59,2,1,2,0,0,1,2,5,0,2,1,0,76,4.428571428571429,35,31.0,18.29,0.0,3.875,0.0625,6,0,961,10000,3481,49,3.0,2.0
21,82,2,0,1,7,66,0,1,3,1,2,1,2,3,1,0,2,1,69,3.0,27,17.22,13.86,0.0,2.625,0.13636363636363635,2,4,441,6724,4356,49,2.0,2.0
22,67,2,2,1,7,72,0,1,3,1,0,1,2,2,0,2,1,1,67,3.142857142857143,28,14.74,15.84,0.0,2.75,0.13043478260869565,6,0,484,4489,5184,49,2.0,2.0
20,73,0,2,1,9,92,2,1,2,2,0,1,2,3,0,0,2,0,69,2.2222222222222223,24,14.6,18.4,0.0,2.0,0.09523809523809523,0,0,400,5329,8464,81,2.0,4.0
8,77,0,2,1,6,87,2,1,0,1,2,1,1,2,0,1,1,0,63,1.3333333333333333,8,6.16,6.96,0.0,1.1428571428571428,0.0,0,4,64,5929,7569,36,0.0,1.0
20,72,2,2,0,9,66,2,1,3,1,0,0,2,3,0,2,2,0,67,2.2222222222222223,26,14.4,13.2,0.0,2.0,0.14285714285714285,6,0,400,5184,4356,81,2.0,4.0
20,71,1,0,1,7,62,0,1,2,2,2,1,0,5,0,0,2,0,66,2.857142857142857,24,14.2,12.4,0.0,2.5,0.09523809523809523,1,4,400,5041,3844,49,2.0,2.0
35,99,0,0,1,7,85,1,1,2,2,0,0,1,2,0,2,2,1,79,5.0,39,34.65,29.75,0.0,4.375,0.05555555555555555,0,0,1225,9801,7225,49,3.0,2.0
19,66,2,2,0,8,74,2,1,1,0,2,1,1,3,0,1,2,1,64,2.375,21,12.54,14.06,0.0,2.111111111111111,0.05,4,4,361,4356,5476,64,2.0,3.0
22,89,0,0,1,6,80,2,1,1,0,0,1,2,3,0,1,2,1,73,3.6666666666666665,24,19.58,17.6,0.0,3.142857142857143,0.043478260869565216,0,0,484,7921,6400,36,2.0,1.0
20,60,1,0,0,7,82,0,1,2,1,0,1,2,4,1,1,2,0,63,2.857142857142857,24,12.0,16.4,0.0,2.5,0.09523809523809523,2,0,400,3600,6724,49,2.0,2.0
13,84,2,2,0,5,78,2,1,1,1,0,1,2,2,0,1,2,0,65,2.6,15,10.92,10.14,0.0,2.1666666666666665,0.07142857142857142,4,0,169,7056,6084,25,1.0,0.0
27,97,1,0,1,8,81,2,1,0,0,2,1,2,5,0,1,2,1,73,3.375,27,26.19,21.87,0.0,3.0,0.0,2,4,729,9409,6561,64,3.0,3.0
25,72,0,0,1,8,94,1,1,2,1,2,0,2,4,0,0,1,1,70,3.125,29,18.0,23.5,0.0,2.7777777777777777,0.07692307692307693,0,2,625,5184,8836,64,2.0,3.0
25,67,0,2,0,9,93,0,1,2,1,0,1,2,3,1,1,2,1,68,2.7777777777777777,29,16.75,23.25,0.0,2.5,0.07692307692307693,0,0,625,4489,8649,81,2.0,4.0
15,86,2,2,1,7,57,2,1,1,2,2,1,0,3,0,0,2,0,65,2.142857142857143,17,12.9,8.55,0.0,1.875,0.0625,2,4,225,7396,3249,49,1.0,2.0
28,89,1,0,1,9,79,0,1,0,1,2,0,2,1,0,0,1,1,71,3.111111111111111,28,24.92,22.12,0.0,2.8,0.0,1,2,784,7921,6241,81,3.0,4.0
12,88,1,2,0,6,72,1,1,2,2,2,1,2,2,0,0,0,0,64,2.0,16,10.56,8.64,0.0,1.7142857142857142,0.15384615384615385,1,4,144,7744,5184,36,1.0,1.0
24,73,2,0,1,8,64,2,1,4,0,2,0,1,3,1,0,1,0,68,3.0,32,17.52,15.36,0.0,2.6666666666666665,0.16,2,2,576,5329,4096,64,2.0,3.0
33,70,2,2,1,6,82,1,1,1,1,0,1,1,4,0,0,2,0,69,5.5,35,23.1,27.06,0.0,4.714285714285714,0.029411764705882353,2,0,1089,4900,6724,36,3.0,1.0
14,98,2,2,0,7,76,2,1,0,2,0,0,2,4,0,0,1,1,69,2.0,14,13.72,10.64,0.0,1.75,0.0,2,0,196,9604,5776,49,1.0,2.0
17,97,2,2,0,8,89,2,1,1,1,3,1,1,4,0,1,0,0,69,2.125,19,16.49,15.13,0.0,1.8888888888888888,0.05555555555555555,4,6,289,9409,7921,64,1.0,3.0
21,78,2,2,1,10,55,2,1,1,0,1,0,2,2,0,0,2,0,67,2.1,23,16.38,11.55,0.0,1.9090909090909092,0.045454545454545456,2,1,441,6084,3025,100,2.0,4.0
17,94,1,2,1,8,65,1,1,4,2,2,1,1,6,0,1,0,1,68,2.125,25,15.98,11.05,0.0,1.8888888888888888,0.2222222222222222,2,4,289,8836,4225,64,1.0,3.0
11,78,2,0,1,8,51,2,1,2,1,2,1,1,3,0,2,2,0,64,1.375,15,8.58,5.61,0.0,1.2222222222222223,0.16666666666666666,6,4,121,6084,2601,64,1.0,3.0
20,77,2,2,0,6,87,1,1,0,1,0,1,2,4,0,1,2,1,66,3.3333333333333335,20,15.4,17.4,0.0,2.857142857142857,0.0,4,0,400,5929,7569,36,2.0,1.0
14,66,0,1,0,7,96,2,1,3,1,0,1,0,3,0,1,2,0,63,2.0,20,9.24,13.44,0.0,1.75,0.2,0,0,196,4356,9216,49,1.0,2.0
23,77,2,2,1,7,79,2,1,0,1,0,1,1,2,0,1,1,0,66,3.2857142857142856,23,17.71,18.17,0.0,2.875,0.0,4,0,529,5929,6241,49,2.0,2.0
14,81,2,2,0,9,81,2,1,1,1,0,0,0,3,0,2,2,1,66,1.5555555555555556,16,11.34,11.34,0.0,1.4,0.06666666666666667,6,0,196,6561,6561,81,1.0,4.0
29,61,2,0,1,7,52,1,1,3,1,2,0,2,3,0,0,2,1,67,4.142857142857143,35,17.69,15.08,0.0,3.625,0.1,2,2,841,3721,2704,49,3.0,2.0
15,78,0,0,0,9,75,1,1,1,1,2,1,0,1,0,1,2,0,65,1.6666666666666667,17,11.7,11.25,0.0,1.5,0.0625,0,4,225,6084,5625,81,1.0,4.0
18,91,1,2,1,5,76,2,1,1,2,2,1,1,3,0,1,2,1,68,3.6,20,16.38,13.68,0.0,3.0,0.05263157894736842,2,4,324,8281,5776,25,1.0,0.0
25,87,2,1,0,9,52,0,1,1,1,0,0,2,2,0,1,2,0,68,2.7777777777777777,27,21.75,13.0,0.0,2.5,0.038461538461538464,4,0,625,7569,2704,81,2.0,4.0
13,85,0,2,0,6,89,2,1,0,0,2,0,1,1,1,1,2,0,65,2.1666666666666665,13,11.05,11.57,0.0,1.8571428571428572,0.0,0,2,169,7225,7921,36,1.0,1.0
